text,created_at,geo,lang,place,coordinates,user.favourites_count,user.statuses_count,user.description,user.location,user.id,user.created_at,user.verified,user.following,user.url,user.listed_count,user.followers_count,user.default_profile_image,user.utc_offset,user.friends_count,user.default_profile,user.name,user.lang,user.screen_name,user.geo_enabled,user.profile_background_color,user.profile_image_url,user.time_zone,id,favorite_count,retweeted,source,favorited,retweet_count,label
b'everything is not a joke dis man first and fore most its their right to collect coz u have dont mean u shld use o',2020-10-24 09:23:36,,en,,,6592,3291,Psalm 23 v 1,Nigeria,1091209854302240768,2019-02-01 05:41:17,False,False,,0,1090,False,,1192,True,Achocho Mama,,AchochoMama,False,F5F8FA,http://pbs.twimg.com/profile_images/1125487702609158145/aF_djAcy_normal.jpg,,1319932545711042561,0,False,Twitter for Android,False,0,quarantine
b'The Plateau people have also hijacked their COVID 19 palliative warehous',2020-10-24 09:23:37,,en,,,65,71103,"#ExJAM. 
University of East London alumnus  @UEL_News
Civil Engineer, Property Developer, Supply",Roaming,101988173,2010-01-05 07:13:09,False,False,,7,2701,False,,885,False,Engr Abdulqadir Tudan,,DanTaraba,True,BADFCD,http://pbs.twimg.com/profile_images/1266465624173223936/XZjAusiY_normal.jpg,,1319932547678281728,0,False,Twitter for Android,False,0,quarantine
b'Fauci says it might be time to mandate masks as Covid 19 surges across US',2020-10-24 09:23:37,,en,,,7596,2856,"The woods are lovely, dark and deep, But I have promises to keep, And miles to go before I sleep, And miles to go before I sleep.","North Lakhimpur, India",2336193997,2014-02-10 06:17:26,False,False,,1,146,False,,573,False,suraj mili🕉,,suraj_mili,True,000000,http://pbs.twimg.com/profile_images/1248141791380926464/7PFzlI0H_normal.jpg,,1319932549473382400,0,False,IFTTT,False,0,quarantine
b'Covid 19 cases 847 highest of 4 months 23 October 2020',2020-10-24 09:23:37,,en,,,46,209,‏تمہارا رب کس کے ساتھ نا انصافی نہیں کرتا ( القرآن ),"لاہور, پاکستان",1289246460194807815,2020-07-31 17:10:45,False,False,,0,5,False,,98,True,musa irfan khan,,MusaIrfan18,False,F5F8FA,http://pbs.twimg.com/profile_images/1311984137994153986/j_vV1sTh_normal.jpg,,1319932549150461952,0,False,Twitter for Android,False,0,quarantine
b'No be covid 19 stuffs alone My dad s store just got looted too',2020-10-24 09:23:38,,en,,,37,4,,,1286599634568306688,2020-07-24 09:50:49,False,False,,0,6,False,,31,True,oreoluwa adewole,,_adewore,False,F5F8FA,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,1319932551620866048,0,False,Twitter for Android,False,0,quarantine
b'Unbiased screens show CD8 T cells of COVID 19 patients recognize shared epitopes in SARS CoV 2 most of which are',2020-10-24 09:23:38,,en,,,4,615,"Attila Nemeth MD PhD FACE
Professor of Medicine and Endocrinology   
6079 Village Glen 4240, Dallas, TX 75206 E drnemethattila@me.com ",Budapest - Dallas Tx,2598153433,2014-07-01 15:10:05,False,False,http://www.endokrinrendeles.com,0,26,False,,171,False,Prof. Dr. Attila Nemeth PhD MBA,,anemeth1965,True,C0DEED,http://pbs.twimg.com/profile_images/1253003632653545475/ICzoq1nN_normal.jpg,,1319932554619879424,0,False,Twitter for iPhone,False,0,quarantine
b'Chris Quarantine got you fucked up',2020-10-24 09:23:41,,en,,,122,506,"freedom is merely privilege extended, unless enjoyed by one and all!",,1280346565832593408,2020-07-07 03:43:11,False,False,,0,0,False,,12,True,Pravda,,Pravda422,False,F5F8FA,http://pbs.twimg.com/profile_images/1280346781289787392/HW-vNRXh_normal.jpg,,1319932566112272384,0,False,Twitter for Android,False,0,quarantine
b'That s Their Problem How Jared Kushner Let the Markets Decide America s COVID 19 Fate Vanity Fair',2020-10-24 09:23:42,,en,,,12291,8727,Director at We Are Design Thinking. Board Member National Gallery of Ireland @NGI and Director of Institute of Designers of Ireland @IDIIreland,Dublin,19600154,2009-01-27 16:33:51,False,False,,123,2422,False,,636,False,Lesley Tully,,tulster,True,0099B9,http://pbs.twimg.com/profile_images/702422952785154048/XqMcpcWp_normal.jpg,,1319932568603688961,0,False,Twitter for iPhone,False,0,quarantine
b'Antibodies against coronavirus detectable up to seven months post Covid 19 onset says study',2020-10-24 09:23:42,,en,,,7,47065,News Live Updates,"Bhuj, India",1255733490571603970,2020-04-30 05:39:39,False,False,,0,1,False,,11,True,digiworldblog,,digiworldblog,False,F5F8FA,http://pbs.twimg.com/profile_images/1316756022933897217/nGlyig3g_normal.jpg,,1319932571052994560,0,False,FS Poster,False,0,quarantine
b'New U S Covid 19 Cases Top 80 000 a Record via',2020-10-24 09:23:43,,en,,,142,423,What Next,,1314594428582006784,2020-10-09 15:52:38,False,False,,0,12,False,,978,True,macsaladVOTE,,macsaladwith2f1,True,F5F8FA,http://pbs.twimg.com/profile_images/1318134873098510336/nTQWArv1_normal.jpg,,1319932575687856128,0,False,Twitter for iPhone,False,0,quarantine
b'The new normal in which Boris J dictates how many people you can peacefully interact with is dystopi',2020-10-24 09:23:44,,en,,,144,60656,"Data Scientist. Welsh parents, studied in Scotland for years. The UK government's response to coronavirus has been the biggest overreaction in British history.",Oxford,1269773684518146052,2020-06-07 23:30:22,False,False,,10,1618,False,,672,True,Jeremy Hume,,jeremy_hume,False,F5F8FA,http://pbs.twimg.com/profile_images/1299987007750504450/GlSiVKSP_normal.jpg,,1319932578489651202,0,False,Twitter Web App,False,0,quarantine
b'Amen',2020-10-24 09:23:45,,en,,,4,49,,"Lagos, Nigeria",1317942184730124289,2020-10-18 21:34:51,False,False,,0,2,False,,71,True,A. R. B. David,,ARbisoye,False,F5F8FA,http://pbs.twimg.com/profile_images/1318904115913723905/rWB8L6RB_normal.jpg,,1319932582272925696,0,False,Twitter for Android,False,0,quarantine
b'NO COVID 19 in the future 2021',2020-10-24 09:23:45,,en,,,7440,40171,🏀日向坂46🍒 / 宮崎美穂さん / 下尾みうさん / 指原莉乃さん / あいみょん のヲタク,たぬきガオー,617942027,2012-06-25 09:27:09,False,False,,8,408,False,,566,False,みぽ,,mipo2b,True,F9FAFC,http://pbs.twimg.com/profile_images/1289125880451620864/nLqFyPbr_normal.jpg,,1319932582486626306,0,False,KuroTwi,False,0,quarantine
b'Prosaic Problems Dog Testing For COVID 19 clipo medicalfever medicalnews medicalupdates',2020-10-24 09:23:45,,en,,,0,26527,"Clipo is a One stop Healthcare platform which provides uptodate Medical Information allowing users to, Discuss, Share and Exchange views and much more.",,1268472083169730560,2020-06-04 09:19:28,False,False,,0,9,False,,0,True,Clipo,,Clipo_India,False,F5F8FA,http://pbs.twimg.com/profile_images/1290132054256922624/eWea-hnG_normal.jpg,,1319932582683906048,0,False,Revive Social App,False,0,quarantine
b'Some Swiss cantons tighten Covid 19 measures others wait SWI',2020-10-24 09:23:46,,en,,,36122,37581,Director of #Communication World Council of Churches #WCC Communication for all. Communication for the Life,Geneve,72920393,2009-09-09 18:49:46,False,False,http://www.oikoumene.org/en,111,4260,False,,4021,False,Marianne Ejdersten,,MarianneEjder,False,000000,http://pbs.twimg.com/profile_images/1228981888901054465/LQ1jxQhQ_normal.jpg,,1319932586563653632,0,False,Twitter for iPhone,False,0,quarantine
b'Boston area sewage study tracks spike in indicators of COVID 19 infections',2020-10-24 09:23:50,,en,,,1653,4859,"Plus je vois l'homme, plus j'aime mon chien.
~ Blaise Pascal",,1400082750,2013-05-03 16:10:50,False,False,,0,38,False,,429,False,Donna Boisvert,,greydogsma,False,C0DEED,http://pbs.twimg.com/profile_images/1317613178365370373/KFXt-xvm_normal.jpg,,1319932601587666944,0,False,Twitter Web App,False,0,quarantine
b'taking us for a complete joke fear God',2020-10-24 09:23:50,,en,,,3695,59659,,"Abuja, Nigeria",472771726,2012-01-24 08:53:00,False,False,,1,1999,False,,1409,False,Praise Ifeoma,,__baibiee,True,3F4142,http://pbs.twimg.com/profile_images/1258722631416713216/JxmQsx4u_normal.jpg,,1319932603001163777,0,False,Twitter for iPhone,False,0,quarantine
b'There a national mourning after the Covid 19 pandemic',2020-10-24 09:23:51,,en,,,0,23,,,3070254305,2015-03-04 16:33:36,False,False,,0,1,False,,0,True,🎗🧩,,QGriz0n85,False,C0DEED,http://pbs.twimg.com/profile_images/1309243699168149504/D_1ipePj_normal.jpg,,1319932608260734977,0,False,Twitter for Android,False,0,quarantine
b'God bless him',2020-10-24 09:23:51,,en,,,34,81,an entrepreneur📑/ business administrator📊📉/marketer💹/ part time bizzy body😎😬,"Lagos, Nigeria",1214912500757618688,2020-01-08 14:11:46,False,False,,0,13,False,,49,True,itz_Ghreis🌬🌬,,LGhreis,True,F5F8FA,http://pbs.twimg.com/profile_images/1214912991541510144/JOsJUZLM_normal.jpg,,1319932608323702789,0,False,Twitter Web App,False,0,quarantine
b'Edo state covid 19 palliatives been carted away',2020-10-24 09:23:51,,en,,,33,87,BigUp,,1285228192232542208,2020-07-20 15:01:24,False,False,,0,8,False,,93,True,Vladimir Pompey,,hrhpompX,False,F5F8FA,http://pbs.twimg.com/profile_images/1285974313343090688/bARDgn73_normal.jpg,,1319932608982192129,0,False,Twitter for Android,False,0,quarantine
b'127 deaths in Wales attributed to COVID 19 in October 95 of deaths had pre existing illness Dea',2020-10-24 09:23:53,,en,,,395,1536,Founded in March 2015 to respond architecturally to London’s housing ‘crisis’. Opposed to the demolition of council estates. For a socialist architecture.,London,25816095,2009-03-22 13:16:51,False,False,http://www.architectsforsocialhousing.co.uk,7,1105,False,,167,True,Architects for Social Housing,,9thfloor,False,C0DEED,http://pbs.twimg.com/profile_images/1281160132529926146/WcXIeFSF_normal.jpg,,1319932618167799808,0,False,Twitter Web App,False,0,quarantine
b'Indecisiveness is worst than COVID 19',2020-10-24 09:23:56,,en,,,99,1223,Voracious thinker||erudite debater|| Youtuber||forensic sleuth||indefatigable critic!||indomitable writer,"Nairobi, Kenya",2875555846,2014-11-13 19:41:04,False,False,,0,216,False,,108,True,Legend,,asknyaora,False,C0DEED,http://pbs.twimg.com/profile_images/1272254479501574144/dxF0urIK_normal.jpg,,1319932626698907653,0,False,Twitter for Android,False,0,quarantine
b'Daily Covid 19 cases will hit six digits soon expert warns as US reports a one day high of more than 83 000 infec',2020-10-24 09:23:56,,en,,,1522,736,"Blue girl stuck in a Red state. Wife, mom, ally, independent voter, American","Shattuck, OK",931939182284439552,2017-11-18 17:36:30,False,False,,0,62,False,,376,True,Mary 🇺🇸✌️🌎🌈🍀🐊,,MaryHays79,False,F5F8FA,http://pbs.twimg.com/profile_images/1319387587270856705/Zxv7Nn9w_normal.jpg,,1319932630348025857,0,False,Twitter for iPhone,False,0,quarantine
b'This morning Benin city Follow me for more update FixNigeriaNow',2020-10-24 09:23:57,,en,,,7,9,Christ classified,,1319357138863595524,2020-10-22 19:17:25,False,False,,0,2,False,,63,True,Jeremiah Dickson,,Jeremia50020453,False,F5F8FA,http://pbs.twimg.com/profile_images/1319357352102035459/YtLxMIw1_normal.jpg,,1319932632738791425,0,False,Twitter for iPhone,False,0,quarantine
b'You kept COVID 19 relief materials away from starving people so you can use it for your birthday giveaway and you h',2020-10-24 09:23:58,,en,,,1803,48216,HFTL,,301813351,2011-05-20 03:19:30,False,False,,6,1821,False,,474,False,#EndSARS,,_Ruthee_,True,59BEE4,http://pbs.twimg.com/profile_images/1318995865286135811/NuXEO9AV_normal.jpg,,1319932634995228672,0,False,Twitter for iPhone,False,0,quarantine
b'Ok then what are they waiting for Can t governments take a prompt action now CoronaVirusUpdates COVID19',2020-10-24 09:23:58,,en,,,173,1444,"Freelance artist, Fashion design student at Central saint Martins",,498013595,2012-02-20 16:07:53,False,False,,6,142,False,,255,False,G.B,,gbrmndi,True,EDF0F2,http://pbs.twimg.com/profile_images/532514185364897792/AJ3mt_oP_normal.jpeg,,1319932636593348609,0,False,Twitter for Android,False,0,quarantine
b'computersecurity networkplus COVID 19 Update Global Security Awareness Computer Based Training Market is Exp',2020-10-24 09:23:59,,en,,,0,169871,"We are a leader in #news for #cybersecurity #hacker , #hacking, #techjobs, #NationalCyberSecurity Download our #app ""National Cyber Security 5.0""","Atlanta, GA",109082290,2010-01-27 22:48:24,False,False,http://www.nationalcybersecurity.com/,100,6413,False,,159,False,National Cyber Security,,NcsVentures,False,022330,http://pbs.twimg.com/profile_images/715854922/ncsavatar_normal.png,,1319932641676808192,0,False,WordPress.com,False,0,quarantine
b'Planning a trip abroad this half term If you re experiencing any COVID 19 symptoms including a new continuous coug',2020-10-24 09:24:00,,en,,,14906,20211,"Watford General, Hemel Hempstead & St Albans City Hospitals. Our vision is the very best care for every patient, every day #NHS",Hertfordshire,56652363,2009-07-14 09:25:51,True,False,http://www.westhertshospitals.nhs.uk,140,9730,False,,1930,False,West Herts Hospitals,,WestHertsNHS,False,1269EB,http://pbs.twimg.com/profile_images/1222112589229981696/T6pcQchn_normal.jpg,,1319932644470124544,0,False,TweetDeck,False,0,quarantine
b'CBC News The National Ontario Long Term Care COVID 19 Commission s rec via',2020-10-24 09:24:00,,en,,,334,269892,"NEWS  POSTS - news about everything ,from everywhere .",GOLDEN TRIANGLE,364133958,2011-08-29 07:49:59,False,False,http://newzfox.com,185,696,False,,2092,False,NEWZFOX,,NEWZFOX,False,27C208,http://pbs.twimg.com/profile_images/631975422951993344/9uPTT4hL_normal.jpg,,1319932645661433856,0,False,Twitter Web App,False,0,quarantine
b'Warri God when',2020-10-24 09:24:01,,en,,,701,1803,Sexy sassy n̶̲̥̅̊ naughty.,Fuck it,308364399,2011-05-31 08:41:03,False,False,http://www.zooks.com,0,233,False,,720,True,END SARS,,jezzyblaze,False,C0DEED,http://pbs.twimg.com/profile_images/1309461244605280257/w0aGrcQr_normal.jpg,,1319932647628541952,0,False,Twitter for Android,False,0,quarantine
b'Open SmartNews and read U S Covid 19 cases reach record high amid new wave of infections here',2020-10-24 09:24:01,,en,"Place(_api=None, id='9807c5c5f7a2c6ce', url='https://api.twitter.com/1.1/geo/id/9807c5c5f7a2c6ce.json', place_type='admin', name='Minnesota', full_name='Minnesota, USA', country_code='US', country='United States', bounding_box=BoundingBox(_api=None, type='Polygon', coordinates=[[[-97.239256, 43.499362], [-97.239256, 49.384359], [-89.483385, 49.384359], [-89.483385, 43.499362]]]), attributes={})",,8542,8443,"As of 4-13-17, I'm now married! Yaay!",,68719667,2009-08-25 15:22:47,False,False,,0,223,False,,1742,True,Lisa Fleming,,Lisa5708,True,C0DEED,http://pbs.twimg.com/profile_images/1219354210531250177/CWg0XCGx_normal.jpg,,1319932648895188992,0,False,Twitter for Android,False,0,quarantine
b'Reports reaching us suggest that soldiers have intervened in the looting of a covid 19 warehouse in Benin Reports',2020-10-24 09:24:01,,en,,,2595,75561,"Fashion. Lifestyle. Entertainment. 24/7 News...... For inquiries, contact: Instablog9ja@gmail.com",,754393222563102720,2016-07-16 19:12:15,False,False,http://www.instablog9ja.com,144,369591,False,,8,True,Instablog9ja,,instablog9ja,False,F5F8FA,http://pbs.twimg.com/profile_images/1319655300702621699/eb2Vke_4_normal.jpg,,1319932650338062336,0,False,Twitter for Android,False,0,quarantine
b'AstraZeneca Resumes COVID 19 Vaccine Trial in US J via',2020-10-24 09:24:02,,en,,,15,294,,,1317335808857182209,2020-10-17 05:25:20,False,False,,0,1,False,,15,True,Billy Ridgeway,,BillyRidgeway4,False,F5F8FA,http://pbs.twimg.com/profile_images/1319443031062237184/6sxaQdi4_normal.jpg,,1319932653819183105,0,False,Twitter Web App,False,0,quarantine
b'Does Costco s home COVID 19 test work California doctor weighs in ABC7 News Bay Area Does Costco s home COVID 1',2020-10-24 09:24:02,,en,,,0,35539,,,761785940,2012-08-16 15:43:56,False,False,,24,1055,False,,361,False,Atlanta Georgia,,AtlantaGeorgi,False,C0DEED,http://pbs.twimg.com/profile_images/2511399497/Atlanta_1_normal.jpg,,1319932654326697986,0,False,dlvr.it,False,0,quarantine
b'Health official tears up delivering latest COVID 19 numbers via',2020-10-24 09:24:03,,en,,,99,47213,"Discover the latest headlines, trends & more.",,1058809553721147399,2018-11-03 19:54:04,False,False,https://birdowl.com,2,226,False,,20,True,BirdOwl,,birdowltweets,False,F5F8FA,http://pbs.twimg.com/profile_images/1224689300710797314/CuFhcjBF_normal.jpg,,1319932657505947648,0,False,dlvr.it,False,0,quarantine
b'Beijing confirms two additional COVID 19 infections',2020-10-24 09:24:03,,en,,,4,198444,,,65910734,2009-08-15 14:50:14,False,False,http://www.menafn.com,92,1656,False,,15,False,MENAFN Business,,MENAFN,False,0B3857,http://pbs.twimg.com/profile_images/463576265459392512/xxyWMMps_normal.jpeg,,1319932658298753025,0,False,dlvr.it,False,0,quarantine
b'North Koreans are warned to stay indoors over fears yellow dust cloud from Ch',2020-10-24 09:24:04,,en,,,146,7584,The Home of funny and mind-blowing contents!,"Columbus, GA",3063815368,2015-02-26 02:49:51,False,False,http://Gized.com,0,27,False,,173,True,Gized,,MyGized,False,C0DEED,http://pbs.twimg.com/profile_images/1284683457180905477/SNsL-qbZ_normal.jpg,,1319932660903534592,0,False,SyndLab,False,0,quarantine
b'True but to top it off my youngest daughter got covid 19 and track and trace have contacted me so',2020-10-24 09:24:04,,en,"Place(_api=None, id='26536f52a64605b5', url='https://api.twitter.com/1.1/geo/id/26536f52a64605b5.json', place_type='city', name='Rotherham', full_name='Rotherham, England', country_code='GB', country='United Kingdom', bounding_box=BoundingBox(_api=None, type='Polygon', coordinates=[[[-1.426972, 53.4025], [-1.426972, 53.463507], [-1.306763, 53.463507], [-1.306763, 53.4025]]]), attributes={})",,16340,10614,work in engineering,,1310621526,2013-03-28 13:38:18,False,False,,0,263,False,,407,True,paul  davis,,paulplater1960,True,C0DEED,http://pbs.twimg.com/profile_images/478803596763729920/Ik3Njnaj_normal.jpeg,,1319932662040170496,0,False,Twitter for Android,False,0,quarantine
b'SportsNews High school athletic programs react to UW study of sports not spreading COVID 19',2020-10-24 09:24:04,,en,,,544,1657833,"Flying the web for trusted world news reports and shopping discounts 24/7. Retweeting for opinions, useful information, and the many voices of Twitter.",RT's Are FYI Purposes Only,40173650,2009-05-15 04:16:20,False,False,http://www.robinspost.com,3834,24485,False,,17261,False,Global News Report,,robinsnewswire,True,141106,http://pbs.twimg.com/profile_images/748396533205327872/1I6ru8Ip_normal.jpg,,1319932662547542016,0,False,RSS Post Syndication,False,0,quarantine
b'I m wondering if they re using these giveaway items as a way to pass covid 19 to people',2020-10-24 09:24:06,,en,,,138247,144835,"if you're going to follow anyone,choose to follow the smartest people you can find, direct message=blocked,
e pluribus unum","Lakeland, FL",96074097,2009-12-11 06:39:07,False,False,,9,4793,False,,4667,True,chris flores,,aka12144,True,C0DEED,http://pbs.twimg.com/profile_images/825516284/pic_of_me_chris_flores_normal.jpg,,1319932671447961601,0,False,Twitter for Android,False,0,quarantine
b'Navajo amp Hopi Families COVID 19 Relief Fund',2020-10-24 09:24:06,,en,,,3324,2413,,Scotland,2735544395,2014-08-06 22:02:32,False,False,,0,306,False,,826,True,Mr Nick,,nicolson_gordon,False,C0DEED,http://pbs.twimg.com/profile_images/742085929473593353/aOCSchZh_normal.jpg,,1319932671376711681,0,False,Twitter for Android,False,0,quarantine
b'Have you Herd Now you can Protect Yourself and your Loved Ones from the Covid 19 Paranoia p',2020-10-24 09:24:06,,en,,,2205,3924,"PROPER PROGRESSIVE - PATRIOT - HUMANITARIAN
#LiveLove - #RainbowTribeArise
#BernieSanders2020 - #HindsightIs2020
#WWG1WGA",Montana for now,1246699194460459012,2020-04-05 07:20:45,False,False,https://www.patreon.com/eriklyonmusic,2,271,False,,957,True,ErikTheLyon,,ErikLyon8,False,F5F8FA,http://pbs.twimg.com/profile_images/1247034442029264896/_qbbti-t_normal.jpg,,1319932672416776197,0,False,Twitter Web App,False,0,quarantine
b'From my friend and colleague Oscar N Ventura with whom we have the pleasure to work right now during a',2020-10-24 09:24:07,,en,,,5283,3277,"Atmospheric Chemistry Prof. & Dept Head , Physical chemist @TROPOS_eu #PM #Airquality #multiphasechemistry #Atmosphere #Airpollution #Climate #Health #Energy","Leipzig, Germany",967108405075828736,2018-02-23 18:46:26,False,False,http://www.tropos.de,14,675,False,,375,True,Hartmut Herrmann,,H_Herrmann24,False,F5F8FA,http://pbs.twimg.com/profile_images/967125652490027010/fwOwtFp3_normal.jpg,,1319932675914911744,0,False,Twitter Web App,False,0,quarantine
b'Oh for God s sake What a load of absolute turds',2020-10-24 09:24:08,,en,,,13497,218119,"@LAMDAdrama alum, formerly @PBS & @masterpiecePBS...and crazed possessor of a PhD in Shakespeare. @actforchangehq & @thediverseschool. Nuts about public radio.",London/Shakespeare Country,187330176,2010-09-05 22:59:34,False,False,,55,2048,False,,1619,True,Dr. Jami Rogers,,publicradionerd,False,C0DEED,http://pbs.twimg.com/profile_images/1126257597072457733/YKxX72bg_normal.png,,1319932678754521089,0,False,Twitter Web App,False,0,quarantine
b'Benin Covid 19 Palliatives burst at Medical Store road 2023ElectionforYouth HealingLagos ASUU Wikipedia',2020-10-24 09:24:09,,en,,,54,1757,For Advert Placement mail ads@updatesng.com http://www.UPDATESNG.com |24/7 BreakingNews/ Gossips/Music/Videos/Fashion & More,All Around The World.,1527875802,2013-06-18 14:17:54,False,False,http://updatesng.com,4,6946,False,,4,False,Updatesng.com #EndPoliceBrutality,,Updatesnaija,True,C0DEED,http://pbs.twimg.com/profile_images/1315566753271943168/oJ5Epnd-_normal.jpg,,1319932682697084928,0,False,Twitter for iPhone,False,0,quarantine
b'Very useful data from on IBD medicines amp COVID 19 outcomes',2020-10-24 09:24:10,,en,,,1012,729,Gastroenterologist with an interest in #IBD & medical education | Views mine alone,Glasgow,1211476446,2013-02-23 11:13:21,False,False,,3,215,False,,360,True,Jen Veryan,,JenVeryan,True,C0DEED,http://pbs.twimg.com/profile_images/928744476218134529/qPLc4EOl_normal.jpg,,1319932686803357698,0,False,Twitter for iPhone,False,0,quarantine
b'Bring your change of clothes for the overnight shift at the quarantine hotel on your second job',2020-10-24 09:24:13,,en,,,22053,15452,,Melbourne,1585820431,2013-07-11 12:55:35,False,False,,11,244,False,,412,True,Guru Schmoo,,guruschmoo,False,C0DEED,http://pbs.twimg.com/profile_images/378800000119016183/8fd7b72298c097e93e5aaa116f656ba3_normal.jpeg,,1319932701722374145,0,False,Twitter for iPad,False,0,quarantine
b'Don t knock TheSalt HimalayanSalt IS Magical',2020-10-24 09:24:17,,en,,,74828,80172,Channel for Source - Great Spirit - World Peace Spiritual Name - Little White Dove Energy Healer Poet Scribe Activist Reiki Master Shaman Nature Lover,PLANET EARTH,2985865059,2015-01-19 15:11:29,False,False,,7,3904,False,,3709,False,Banksia,,HHMU_Banksia,False,000000,http://pbs.twimg.com/profile_images/1059387017556082689/Hn00MvcF_normal.jpg,,1319932718789124097,0,False,Twitter Web App,False,0,quarantine
b'Still on Covid 19 palliatives stored in Arts and Culture Area 10 Abuja',2020-10-24 09:24:18,,en,"Place(_api=None, id='00e55e2b4c491c5f', url='https://api.twitter.com/1.1/geo/id/00e55e2b4c491c5f.json', place_type='city', name='Abuja', full_name='Abuja, Nigeria', country_code='NG', country='Nigeria', bounding_box=BoundingBox(_api=None, type='Polygon', coordinates=[[[7.304554, 8.961887], [7.304554, 9.185441], [7.543634, 9.185441], [7.543634, 8.961887]]]), attributes={})",,4560,4564,,Nigeria,1169944619125235712,2019-09-06 12:05:25,False,False,,0,51,False,,73,True,#ENDSARS ✊🏾🇳🇬,,caleb_abj,True,F5F8FA,http://pbs.twimg.com/profile_images/1318666605904146440/dfx2DHvh_normal.jpg,,1319932722366865408,0,False,Twitter for Android,False,0,quarantine
b'Do Kenyans even listen Corvid19 will spread like bush fire in the next few days since Kenyans have thrown all caut',2020-10-24 09:24:19,,en,,,2205,4614,President of the Judicial Watch(K).Protecting the Supreme document.,,4839142594,2016-01-23 17:00:20,False,False,http://watchdogkenya.co.ke,1,494,False,,941,True,Judicial Watch Kenya,,JUDICIALWATCHKE,True,F5F8FA,http://pbs.twimg.com/profile_images/888400896438276097/qTQPTt-R_normal.jpg,,1319932723692228612,0,False,Twitter for Android,False,0,quarantine
b'When you flew up from Victoria and definitely didn t do the 2 weeks quarantine AFLGF',2020-10-24 09:24:20,,en,,,4867,154572,Betting served with a healthy side of banter. Join today - http://tinyurl.com/r767m54,Bet Live - Call 13BETS,29610999,2009-04-08 02:03:04,True,False,http://sportsbet.com.au,357,120481,False,,3757,False,Sportsbet.com.au,,sportsbetcomau,True,023B70,http://pbs.twimg.com/profile_images/1318070051371577346/1eFxS05p_normal.jpg,,1319932729727700992,0,False,TweetDeck,False,0,quarantine
b'mr beast i really need money for my family because of covid 19 its fine if your not giving the money bec',2020-10-24 09:24:21,,en,,,1,3,,,1313491063273852932,2020-10-06 14:47:38,False,False,,0,0,False,,12,True,jazlyn,,Jazkie_Gaming,False,F5F8FA,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,1319932733112512513,0,False,Twitter for Android,False,0,quarantine
b'I m still gobsmacked why politicians like yourself haven t gotten the memo yet There s nothing political vendetta',2020-10-24 09:24:21,,en,,,2040,3544,Cybersecurity Engineer,BJL/LOS,22945503,2009-03-05 17:12:08,False,False,http://www.kingsleyudoh.com,26,883,False,,180,False,Ubong Kingsley-Udoh,,ubongudoh,True,000000,http://pbs.twimg.com/profile_images/834831896852967426/xqq7wwFY_normal.jpg,,1319932733871804416,0,False,Twitter for Android,False,0,quarantine
b'How COVID 19 accelerated SA s move to the gig economy',2020-10-24 09:24:21,,en,,,186,4395,Helping you navigate the ins and outs of staying connected while working remote.,Global,1246629270920687617,2020-04-05 02:43:06,False,False,,1,67,False,,268,True,WorkingRemoteNews.com,,workremotenews,False,F5F8FA,http://pbs.twimg.com/profile_images/1247354699214278656/cSv5rKd2_normal.jpg,,1319932734215720963,0,False,IFTTT,False,0,quarantine
b'Just boost your internal immune system with megadoses vitamins C amp D and Zink and if you still get it use HCQ pro',2020-10-24 09:24:21,,en,,,10759,5689,"Proud Mother, Artist, Open Minded Critical Thinker, Digital Soldier, Dutch Trump Supporter, IFBAP
#WWG1WGAWORLDWIDE
#4MOREYRS


The Matrix is MORE than a movie",Netherlands,151489970,2010-06-03 14:35:26,False,False,,7,2318,False,,3345,False,Jeanette2803 (Parler: Jeanette2803),,Jeanette2803,False,DBE9ED,http://pbs.twimg.com/profile_images/1274031269765156864/p3gOD6SC_normal.jpg,,1319932734308032514,0,False,Twitter Web App,False,0,quarantine
b'Have you Herd Now you can Protect Yourself and your Loved Ones from the Covid 19 Paranoia pan',2020-10-24 09:24:22,,en,,,2205,3925,"PROPER PROGRESSIVE - PATRIOT - HUMANITARIAN
#LiveLove - #RainbowTribeArise
#BernieSanders2020 - #HindsightIs2020
#WWG1WGA",Montana for now,1246699194460459012,2020-04-05 07:20:45,False,False,https://www.patreon.com/eriklyonmusic,2,271,False,,957,True,ErikTheLyon,,ErikLyon8,False,F5F8FA,http://pbs.twimg.com/profile_images/1247034442029264896/_qbbti-t_normal.jpg,,1319932735666880513,0,False,Twitter Web App,False,0,quarantine
b'EC president said she expected members of the commission to be particularly vigilant about compliance with applic',2020-10-24 09:24:22,,en,,,47375,41252,"Judge not lest ye be judged.

Columnist @independent_ie
Chair/MC http://personallyspeakingbureau.com/speaker/sarah-…","Meath, Ireland",773168972640481280,2016-09-06 14:40:22,True,False,,50,6913,False,,613,True,Sarah Carey,,sarahcareyIRL,False,F5F8FA,http://pbs.twimg.com/profile_images/1239907539023609856/HqaBVoAP_normal.png,,1319932738435272704,0,False,Twitter Web App,False,0,quarantine
